Borough,Year,Week,NumberAccidents,NumberLethalAccidents,sum(NumberInjured),sum(NumberKilled),AvgNumberLethalAccidents
QUEENS,2015,25,794,0,220,0,0.0
STATEN ISLAND,2015,25,117,0,27,0,0.0
BOROUGH_NOT_SPECIFIED,2015,26,1219,2,276,2,0.0016406890894175555
BRONX,2015,26,489,1,158,1,0.002044989775051125
BROOKLYN,2015,26,1092,2,310,2,0.0018315018315018315
MANHATTAN,2015,26,959,0,148,0,0.0
QUEENS,2015,26,932,2,242,2,0.002145922746781116
STATEN ISLAND,2015,26,128,0,22,0,0.0
BOROUGH_NOT_SPECIFIED,2015,27,978,1,256,1,0.0010224948875255625
BRONX,2015,27,385,0,97,0,0.0
BROOKLYN,2015,27,917,3,263,3,0.003271537622682661
MANHATTAN,2015,27,782,1,117,1,0.0012787723785166241
QUEENS,2015,27,790,1,243,3,0.0012658227848101266
STATEN ISLAND,2015,27,121,0,25,0,0.0
BOROUGH_NOT_SPECIFIED,2015,28,1084,3,320,3,0.0027675276752767526
BRONX,2015,28,418,0,86,0,0.0
BROOKLYN,2015,28,994,1,293,1,0.001006036217303823
MANHATTAN,2015,28,836,0,155,0,0.0
QUEENS,2015,28,813,1,179,1,0.0012300123001230013
STATEN ISLAND,2015,28,110,0,39,0,0.0
BOROUGH_NOT_SPECIFIED,2015,29,1076,2,266,2,0.0018587360594795538
BRONX,2015,29,432,0,125,0,0.0
BROOKLYN,2015,29,987,1,305,1,0.0010131712259371835
MANHATTAN,2015,29,932,0,134,0,0.0
QUEENS,2015,29,825,1,224,1,0.0012121212121212121
STATEN ISLAND,2015,29,126,0,28,0,0.0
BOROUGH_NOT_SPECIFIED,2015,30,962,2,271,2,0.002079002079002079
BRONX,2015,30,394,0,122,0,0.0
BROOKLYN,2015,30,917,0,301,0,0.0
MANHATTAN,2015,30,821,0,107,0,0.0
QUEENS,2015,30,857,1,219,1,0.0011668611435239206
STATEN ISLAND,2015,30,110,0,30,0,0.0
BOROUGH_NOT_SPECIFIED,2015,31,1142,1,304,1,8.756567425569177E-4
BRONX,2015,31,432,0,132,0,0.0
BROOKLYN,2015,31,1025,1,269,1,9.75609756097561E-4
MANHATTAN,2015,31,974,0,154,0,0.0
QUEENS,2015,31,889,1,240,1,0.0011248593925759281
STATEN ISLAND,2015,31,122,1,39,1,0.00819672131147541
BOROUGH_NOT_SPECIFIED,2015,32,1128,1,306,1,8.865248226950354E-4
BRONX,2015,32,442,1,138,1,0.0022624434389140274
BROOKLYN,2015,32,1042,2,297,2,0.0019193857965451055
MANHATTAN,2015,32,836,0,153,0,0.0
QUEENS,2015,32,812,2,197,2,0.0024630541871921183
STATEN ISLAND,2015,32,118,0,43,0,0.0
BOROUGH_NOT_SPECIFIED,2015,33,1071,1,271,1,9.337068160597573E-4
BRONX,2015,33,458,0,125,0,0.0
BROOKLYN,2015,33,1026,1,307,1,9.746588693957114E-4
MANHATTAN,2015,33,914,1,152,1,0.0010940919037199124
QUEENS,2015,33,850,0,197,0,0.0
STATEN ISLAND,2015,33,109,0,43,0,0.0
BOROUGH_NOT_SPECIFIED,2015,34,1056,0,299,0,0.0
BRONX,2015,34,411,0,124,0,0.0
BROOKLYN,2015,34,990,2,299,2,0.00202020202020202
MANHATTAN,2015,34,815,1,109,1,0.001226993865030675
QUEENS,2015,34,851,2,212,2,0.0023501762632197414
STATEN ISLAND,2015,34,111,1,23,1,0.009009009009009009
BOROUGH_NOT_SPECIFIED,2015,35,1040,2,290,2,0.0019230769230769232
BRONX,2015,35,386,0,113,0,0.0
BROOKLYN,2015,35,963,2,252,2,0.0020768431983385254
MANHATTAN,2015,35,802,0,131,0,0.0
QUEENS,2015,35,782,1,216,1,0.0012787723785166241
STATEN ISLAND,2015,35,126,0,16,0,0.0
BOROUGH_NOT_SPECIFIED,2015,36,1016,1,242,1,9.84251968503937E-4
BRONX,2015,36,414,0,97,0,0.0
BROOKLYN,2015,36,1089,1,337,1,9.182736455463728E-4
MANHATTAN,2015,36,767,0,122,0,0.0
QUEENS,2015,36,844,0,226,0,0.0
STATEN ISLAND,2015,36,113,0,32,0,0.0
BOROUGH_NOT_SPECIFIED,2015,37,1067,2,300,2,0.0018744142455482662
BRONX,2015,37,442,2,122,2,0.004524886877828055
BROOKLYN,2015,37,1065,1,285,1,9.389671361502347E-4
MANHATTAN,2015,37,878,0,120,0,0.0
QUEENS,2015,37,968,0,232,0,0.0
STATEN ISLAND,2015,37,112,0,21,0,0.0
BOROUGH_NOT_SPECIFIED,2015,38,1190,0,277,0,0.0
BRONX,2015,38,414,2,146,2,0.004830917874396135
BROOKLYN,2015,38,1085,0,321,0,0.0
MANHATTAN,2015,38,930,0,156,0,0.0
QUEENS,2015,38,879,0,190,0,0.0
STATEN ISLAND,2015,38,117,1,38,1,0.008547008547008548
BOROUGH_NOT_SPECIFIED,2015,39,965,2,264,2,0.002072538860103627
BRONX,2015,39,388,1,119,1,0.002577319587628866
BROOKLYN,2015,39,935,0,267,0,0.0
MANHATTAN,2015,39,749,0,107,0,0.0
QUEENS,2015,39,789,0,222,0,0.0
STATEN ISLAND,2015,39,124,1,26,1,0.008064516129032258
BOROUGH_NOT_SPECIFIED,2015,40,1043,0,281,0,0.0
BRONX,2015,40,389,0,123,0,0.0
BROOKLYN,2015,40,951,1,242,1,0.0010515247108307045
MANHATTAN,2015,40,951,0,142,0,0.0
QUEENS,2015,40,893,1,244,1,0.0011198208286674132
STATEN ISLAND,2015,40,121,0,24,0,0.0
BOROUGH_NOT_SPECIFIED,2015,41,1098,1,287,1,9.107468123861566E-4
BRONX,2015,41,455,0,128,0,0.0
BROOKLYN,2015,41,1020,0,255,0,0.0
MANHATTAN,2015,41,949,0,143,0,0.0
QUEENS,2015,41,872,2,217,2,0.0022935779816513763
STATEN ISLAND,2015,41,137,2,30,3,0.014598540145985401
BOROUGH_NOT_SPECIFIED,2015,42,1091,3,302,3,0.002749770852428964
BRONX,2015,42,414,2,123,2,0.004830917874396135
BROOKLYN,2015,42,1047,2,257,2,0.0019102196752626551
MANHATTAN,2015,42,839,0,159,0,0.0
QUEENS,2015,42,836,2,219,2,0.0023923444976076554
STATEN ISLAND,2015,42,133,0,32,0,0.0
BOROUGH_NOT_SPECIFIED,2015,43,1089,2,274,2,0.0018365472910927456
BRONX,2015,43,423,1,101,1,0.002364066193853428
BROOKLYN,2015,43,1088,2,330,2,0.001838235294117647
MANHATTAN,2015,43,937,0,139,0,0.0
QUEENS,2015,43,884,1,215,1,0.0011312217194570137
STATEN ISLAND,2015,43,127,0,39,0,0.0
BOROUGH_NOT_SPECIFIED,2015,44,1011,0,243,0,0.0
BRONX,2015,44,381,0,111,0,0.0
BROOKLYN,2015,44,996,1,267,1,0.001004016064257028
MANHATTAN,2015,44,820,0,126,0,0.0
QUEENS,2015,44,825,3,227,3,0.0036363636363636364
STATEN ISLAND,2015,44,107,0,15,0,0.0
BOROUGH_NOT_SPECIFIED,2015,45,1050,2,270,2,0.0019047619047619048
BRONX,2015,45,390,1,117,1,0.002564102564102564
BROOKLYN,2015,45,985,1,278,1,0.0010152284263959391
MANHATTAN,2015,45,870,2,120,2,0.0022988505747126436
QUEENS,2015,45,804,1,213,1,0.0012437810945273632
STATEN ISLAND,2015,45,116,0,21,0,0.0
BOROUGH_NOT_SPECIFIED,2015,46,1026,2,246,2,0.001949317738791423
BRONX,2015,46,450,0,97,0,0.0
BROOKLYN,2015,46,985,2,306,2,0.0020304568527918783
MANHATTAN,2015,46,886,0,150,0,0.0
QUEENS,2015,46,839,0,219,0,0.0
STATEN ISLAND,2015,46,139,1,36,1,0.007194244604316547
BOROUGH_NOT_SPECIFIED,2015,47,1076,1,267,1,9.293680297397769E-4
BRONX,2015,47,435,0,113,0,0.0
BROOKLYN,2015,47,1080,3,287,3,0.002777777777777778
MANHATTAN,2015,47,918,0,148,0,0.0
QUEENS,2015,47,907,0,236,0,0.0
STATEN ISLAND,2015,47,158,0,42,0,0.0
BOROUGH_NOT_SPECIFIED,2015,48,1020,1,286,2,9.80392156862745E-4
BRONX,2015,48,399,0,120,0,0.0
BROOKLYN,2015,48,954,2,280,2,0.0020964360587002098
MANHATTAN,2015,48,699,1,92,1,0.001430615164520744
QUEENS,2015,48,778,1,188,1,0.0012853470437017994
STATEN ISLAND,2015,48,127,0,27,0,0.0
BOROUGH_NOT_SPECIFIED,2015,49,1102,2,262,2,0.0018148820326678765
BRONX,2015,49,460,1,144,1,0.002173913043478261
BROOKLYN,2015,49,1014,4,265,4,0.0039447731755424065
MANHATTAN,2015,49,904,1,145,1,0.0011061946902654867
QUEENS,2015,49,824,2,222,2,0.0024271844660194173
STATEN ISLAND,2015,49,123,0,33,0,0.0
BOROUGH_NOT_SPECIFIED,2015,50,1128,2,264,2,0.0017730496453900709
BRONX,2015,50,422,0,88,0,0.0
BROOKLYN,2015,50,946,1,249,1,0.0010570824524312897
MANHATTAN,2015,50,921,0,136,0,0.0
QUEENS,2015,50,787,1,201,1,0.0012706480304955528
STATEN ISLAND,2015,50,140,0,24,0,0.0
BOROUGH_NOT_SPECIFIED,2015,51,1132,1,281,1,8.833922261484099E-4
BRONX,2015,51,447,0,95,0,0.0
BROOKLYN,2015,51,1157,2,309,2,0.001728608470181504
MANHATTAN,2015,51,889,0,131,0,0.0
QUEENS,2015,51,922,2,222,2,0.0021691973969631237
STATEN ISLAND,2015,51,149,1,34,1,0.006711409395973154
BOROUGH_NOT_SPECIFIED,2015,52,984,1,266,1,0.0010162601626016261
BRONX,2015,52,407,0,142,0,0.0
BROOKLYN,2015,52,936,2,327,2,0.002136752136752137
MANHATTAN,2015,52,676,0,128,0,0.0
QUEENS,2015,52,831,0,214,0,0.0
STATEN ISLAND,2015,52,117,0,25,0,0.0
BOROUGH_NOT_SPECIFIED,2015,53,502,0,107,0,0.0
BRONX,2015,53,217,0,51,0,0.0
BROOKLYN,2015,53,481,0,115,0,0.0
MANHATTAN,2015,53,401,0,90,0,0.0
QUEENS,2015,53,388,0,102,0,0.0
STATEN ISLAND,2015,53,59,0,12,0,0.0
BOROUGH_NOT_SPECIFIED,2016,1,903,1,238,1,0.0011074197120708748
BRONX,2016,1,427,2,81,2,0.00468384074941452
BROOKLYN,2016,1,1036,1,264,1,9.652509652509653E-4
MANHATTAN,2016,1,649,1,109,1,0.0015408320493066256
QUEENS,2016,1,829,0,168,0,0.0
STATEN ISLAND,2016,1,125,0,9,0,0.0
BOROUGH_NOT_SPECIFIED,2016,2,1013,2,217,2,0.0019743336623889436
BRONX,2016,2,424,0,93,0,0.0
BROOKLYN,2016,2,965,0,255,0,0.0
MANHATTAN,2016,2,833,2,128,2,0.0024009603841536613
QUEENS,2016,2,844,0,197,0,0.0
STATEN ISLAND,2016,2,142,2,18,2,0.014084507042253521
BOROUGH_NOT_SPECIFIED,2016,3,905,1,222,1,0.0011049723756906078
BRONX,2016,3,413,1,93,1,0.002421307506053269
BROOKLYN,2016,3,1002,1,217,1,9.98003992015968E-4
MANHATTAN,2016,3,687,0,103,0,0.0
QUEENS,2016,3,876,1,146,1,0.001141552511415525
STATEN ISLAND,2016,3,149,0,19,0,0.0
BOROUGH_NOT_SPECIFIED,2016,4,992,1,167,1,0.0010080645161290322
BRONX,2016,4,470,0,80,0,0.0
BROOKLYN,2016,4,1096,1,168,1,9.124087591240876E-4
MANHATTAN,2016,4,778,0,105,0,0.0
QUEENS,2016,4,1001,0,169,0,0.0
STATEN ISLAND,2016,4,168,0,28,0,0.0
BOROUGH_NOT_SPECIFIED,2016,5,944,0,216,0,0.0
BRONX,2016,5,420,0,112,0,0.0
BROOKLYN,2016,5,1038,3,246,3,0.002890173410404624
MANHATTAN,2016,5,782,0,122,0,0.0
QUEENS,2016,5,845,0,202,0,0.0
STATEN ISLAND,2016,5,160,0,26,0,0.0
BOROUGH_NOT_SPECIFIED,2016,6,863,0,162,0,0.0
BRONX,2016,6,362,0,88,0,0.0
BROOKLYN,2016,6,869,0,216,0,0.0
MANHATTAN,2016,6,762,3,102,3,0.003937007874015748
QUEENS,2016,6,679,2,173,2,0.0029455081001472753
STATEN ISLAND,2016,6,94,0,12,0,0.0
BOROUGH_NOT_SPECIFIED,2016,7,831,2,196,3,0.0024067388688327317
BRONX,2016,7,375,0,85,0,0.0
BROOKLYN,2016,7,835,0,205,0,0.0
MANHATTAN,2016,7,767,0,103,0,0.0
QUEENS,2016,7,658,0,127,0,0.0
STATEN ISLAND,2016,7,113,1,30,1,0.008849557522123894
BOROUGH_NOT_SPECIFIED,2016,8,981,2,205,2,0.0020387359836901123
BRONX,2016,8,417,1,115,1,0.002398081534772182
BROOKLYN,2016,8,876,1,237,1,0.001141552511415525
MANHATTAN,2016,8,786,0,125,0,0.0
QUEENS,2016,8,736,2,174,2,0.002717391304347826
STATEN ISLAND,2016,8,127,0,26,0,0.0
BOROUGH_NOT_SPECIFIED,2016,9,1109,1,251,1,9.017132551848512E-4
BRONX,2016,9,457,0,99,0,0.0
BROOKLYN,2016,9,971,0,262,0,0.0
MANHATTAN,2016,9,809,1,113,1,0.0012360939431396785
QUEENS,2016,9,861,0,182,0,0.0
STATEN ISLAND,2016,9,124,1,17,1,0.008064516129032258
BOROUGH_NOT_SPECIFIED,2016,10,1078,1,263,1,9.276437847866419E-4
BRONX,2016,10,416,1,104,1,0.002403846153846154
BROOKLYN,2016,10,1001,0,281,0,0.0
MANHATTAN,2016,10,793,0,109,0,0.0
QUEENS,2016,10,785,1,207,1,0.0012738853503184713
STATEN ISLAND,2016,10,128,0,27,0,0.0
BOROUGH_NOT_SPECIFIED,2016,11,943,1,337,1,0.0010604453870625664
BRONX,2016,11,381,0,101,0,0.0
BROOKLYN,2016,11,958,0,253,0,0.0
MANHATTAN,2016,11,771,2,153,2,0.0025940337224383916
QUEENS,2016,11,832,0,229,0,0.0
STATEN ISLAND,2016,11,128,0,19,0,0.0
BOROUGH_NOT_SPECIFIED,2016,12,936,0,342,0,0.0
BRONX,2016,12,407,1,118,1,0.002457002457002457
BROOKLYN,2016,12,951,0,266,0,0.0
MANHATTAN,2016,12,701,2,140,2,0.0028530670470756064
QUEENS,2016,12,813,0,227,0,0.0
STATEN ISLAND,2016,12,122,0,20,0,0.0
BOROUGH_NOT_SPECIFIED,2016,13,999,0,311,0,0.0
BRONX,2016,13,454,0,183,0,0.0
BROOKLYN,2016,13,1084,0,295,0,0.0
MANHATTAN,2016,13,881,0,174,0,0.0
QUEENS,2016,13,914,0,245,0,0.0
STATEN ISLAND,2016,13,125,0,40,0,0.0
BOROUGH_NOT_SPECIFIED,2016,14,969,1,327,1,0.0010319917440660474
BRONX,2016,14,454,0,143,0,0.0
BROOKLYN,2016,14,1042,1,306,1,9.596928982725527E-4
MANHATTAN,2016,14,844,0,164,0,0.0
QUEENS,2016,14,867,3,234,3,0.0034602076124567475
STATEN ISLAND,2016,14,117,0,17,0,0.0
BOROUGH_NOT_SPECIFIED,2016,15,1112,0,298,0,0.0
BRONX,2016,15,457,0,106,0,0.0
BROOKLYN,2016,15,1128,2,341,2,0.0017730496453900709
MANHATTAN,2016,15,828,0,154,0,0.0
QUEENS,2016,15,866,0,217,0,0.0
STATEN ISLAND,2016,15,149,1,34,1,0.006711409395973154
BOROUGH_NOT_SPECIFIED,2016,16,1067,1,344,1,9.372071227741331E-4
BRONX,2016,16,507,0,173,0,0.0
BROOKLYN,2016,16,1097,1,331,1,9.115770282588879E-4
MANHATTAN,2016,16,875,0,157,0,0.0
QUEENS,2016,16,900,0,270,0,0.0
STATEN ISLAND,2016,16,135,0,35,0,0.0
BOROUGH_NOT_SPECIFIED,2016,17,847,3,291,3,0.0035419126328217238
BRONX,2016,17,374,0,109,0,0.0
BROOKLYN,2016,17,849,1,267,1,0.001177856301531213
MANHATTAN,2016,17,693,0,94,0,0.0
QUEENS,2016,17,664,0,218,0,0.0
STATEN ISLAND,2016,17,92,0,30,0,0.0
BOROUGH_NOT_SPECIFIED,2016,18,1092,2,312,2,0.0018315018315018315
BRONX,2016,18,451,0,129,0,0.0
BROOKLYN,2016,18,1085,1,308,2,9.216589861751152E-4
MANHATTAN,2016,18,781,0,136,0,0.0
QUEENS,2016,18,904,1,247,2,0.0011061946902654867
STATEN ISLAND,2016,18,134,0,30,0,0.0
BOROUGH_NOT_SPECIFIED,2016,19,1157,2,375,2,0.001728608470181504
BRONX,2016,19,491,0,135,0,0.0
BROOKLYN,2016,19,1003,1,310,1,9.970089730807576E-4
MANHATTAN,2016,19,833,1,123,1,0.0012004801920768306
QUEENS,2016,19,880,1,231,1,0.0011363636363636363
STATEN ISLAND,2016,19,165,1,40,1,0.006060606060606061
BOROUGH_NOT_SPECIFIED,2016,20,1416,1,432,1,7.062146892655367E-4
BRONX,2016,20,430,2,117,2,0.004651162790697674
BROOKLYN,2016,20,949,0,297,0,0.0
MANHATTAN,2016,20,861,0,165,0,0.0
QUEENS,2016,20,827,1,261,1,0.0012091898428053204
STATEN ISLAND,2016,20,122,0,26,0,0.0
BOROUGH_NOT_SPECIFIED,2016,21,1638,1,522,1,6.105006105006105E-4
BRONX,2016,21,468,0,135,0,0.0
BROOKLYN,2016,21,971,1,242,1,0.0010298661174047373
MANHATTAN,2016,21,697,0,117,0,0.0
QUEENS,2016,21,814,1,233,1,0.0012285012285012285
STATEN ISLAND,2016,21,149,0,39,0,0.0
BOROUGH_NOT_SPECIFIED,2016,22,1581,2,452,2,0.001265022137887413
BRONX,2016,22,413,0,130,0,0.0
BROOKLYN,2016,22,893,0,248,0,0.0
MANHATTAN,2016,22,645,0,116,0,0.0
QUEENS,2016,22,781,0,215,0,0.0
STATEN ISLAND,2016,22,120,0,27,0,0.0
BOROUGH_NOT_SPECIFIED,2016,23,1573,2,458,2,0.0012714558169103624
BRONX,2016,23,387,0,81,0,0.0
BROOKLYN,2016,23,851,1,257,1,0.0011750881316098707
MANHATTAN,2016,23,624,2,104,2,0.003205128205128205
QUEENS,2016,23,757,0,202,0,0.0
STATEN ISLAND,2016,23,138,0,36,0,0.0
BOROUGH_NOT_SPECIFIED,2016,24,1460,3,369,6,0.002054794520547945
BRONX,2016,24,397,1,93,1,0.0025188916876574307
BROOKLYN,2016,24,814,2,239,2,0.002457002457002457
MANHATTAN,2016,24,652,2,96,2,0.003067484662576687
QUEENS,2016,24,721,2,180,2,0.0027739251040221915
STATEN ISLAND,2016,24,124,0,28,0,0.0
BOROUGH_NOT_SPECIFIED,2016,25,1726,3,497,3,0.0017381228273464658
BRONX,2016,25,429,0,149,0,0.0
BROOKLYN,2016,25,966,0,235,0,0.0
MANHATTAN,2016,25,724,0,117,0,0.0
QUEENS,2016,25,858,0,233,0,0.0
STATEN ISLAND,2016,25,145,0,27,0,0.0
BOROUGH_NOT_SPECIFIED,2016,26,1569,8,427,8,0.005098789037603569
BRONX,2016,26,416,0,115,0,0.0
BROOKLYN,2016,26,914,0,252,0,0.0
MANHATTAN,2016,26,719,2,122,2,0.0027816411682892906
QUEENS,2016,26,822,0,222,0,0.0
STATEN ISLAND,2016,26,129,0,34,0,0.0
BOROUGH_NOT_SPECIFIED,2016,27,1358,2,461,2,0.0014727540500736377
BRONX,2016,27,388,0,106,0,0.0
BROOKLYN,2016,27,823,0,245,0,0.0
MANHATTAN,2016,27,597,0,124,0,0.0
QUEENS,2016,27,714,3,183,3,0.004201680672268907
STATEN ISLAND,2016,27,126,0,33,0,0.0
BOROUGH_NOT_SPECIFIED,2016,28,1583,4,424,4,0.002526847757422615
BRONX,2016,28,470,0,116,0,0.0
BROOKLYN,2016,28,867,0,254,0,0.0
MANHATTAN,2016,28,703,0,96,0,0.0
QUEENS,2016,28,812,1,226,1,0.0012315270935960591
STATEN ISLAND,2016,28,155,0,18,0,0.0
BOROUGH_NOT_SPECIFIED,2016,29,1684,2,519,2,0.0011876484560570072
BRONX,2016,29,461,0,106,0,0.0
BROOKLYN,2016,29,932,0,282,0,0.0
MANHATTAN,2016,29,753,0,109,0,0.0
QUEENS,2016,29,846,0,247,0,0.0
STATEN ISLAND,2016,29,122,0,35,0,0.0
BOROUGH_NOT_SPECIFIED,2016,30,1666,1,487,1,6.002400960384153E-4
BRONX,2016,30,434,0,149,0,0.0
BROOKLYN,2016,30,897,0,305,0,0.0
MANHATTAN,2016,30,746,1,125,1,0.0013404825737265416
QUEENS,2016,30,799,0,194,0,0.0
STATEN ISLAND,2016,30,120,0,21,0,0.0
BOROUGH_NOT_SPECIFIED,2016,31,1599,2,474,2,0.0012507817385866166
BRONX,2016,31,419,1,111,1,0.002386634844868735
BROOKLYN,2016,31,823,1,308,2,0.001215066828675577
MANHATTAN,2016,31,623,0,100,0,0.0
QUEENS,2016,31,777,0,235,0,0.0
STATEN ISLAND,2016,31,120,0,25,0,0.0
BOROUGH_NOT_SPECIFIED,2016,32,1702,4,576,4,0.0023501762632197414
BRONX,2016,32,400,0,133,0,0.0
BROOKLYN,2016,32,803,0,210,0,0.0
MANHATTAN,2016,32,632,0,122,0,0.0
QUEENS,2016,32,748,2,192,2,0.00267379679144385
STATEN ISLAND,2016,32,134,0,39,0,0.0
BOROUGH_NOT_SPECIFIED,2016,33,1578,3,506,3,0.0019011406844106464
BRONX,2016,33,417,0,143,0,0.0
BROOKLYN,2016,33,833,1,230,1,0.0012004801920768306
MANHATTAN,2016,33,693,0,129,0,0.0
QUEENS,2016,33,729,0,196,0,0.0
STATEN ISLAND,2016,33,108,0,20,0,0.0
BOROUGH_NOT_SPECIFIED,2016,34,1783,2,504,2,0.0011217049915872126
BRONX,2016,34,375,0,107,0,0.0
BROOKLYN,2016,34,874,0,267,0,0.0
MANHATTAN,2016,34,637,2,126,2,0.0031397174254317113
QUEENS,2016,34,745,0,184,0,0.0
STATEN ISLAND,2016,34,105,1,20,1,0.009523809523809525
BOROUGH_NOT_SPECIFIED,2016,35,1625,5,515,7,0.003076923076923077
BRONX,2016,35,416,1,122,1,0.002403846153846154
BROOKLYN,2016,35,845,0,254,0,0.0
MANHATTAN,2016,35,562,1,101,1,0.0017793594306049821
QUEENS,2016,35,713,1,208,1,0.001402524544179523
STATEN ISLAND,2016,35,110,0,22,0,0.0
BOROUGH_NOT_SPECIFIED,2016,36,1556,1,514,1,6.426735218508997E-4
BRONX,2016,36,394,0,117,0,0.0
BROOKLYN,2016,36,818,1,202,1,0.0012224938875305623
MANHATTAN,2016,36,634,0,94,0,0.0
QUEENS,2016,36,737,1,181,1,0.0013568521031207597
STATEN ISLAND,2016,36,103,0,19,0,0.0
BOROUGH_NOT_SPECIFIED,2016,37,1936,0,564,0,0.0
BRONX,2016,37,429,0,134,0,0.0
BROOKLYN,2016,37,899,1,309,1,0.0011123470522803114
MANHATTAN,2016,37,713,2,127,2,0.002805049088359046
QUEENS,2016,37,810,0,245,0,0.0
STATEN ISLAND,2016,37,124,0,42,0,0.0
BOROUGH_NOT_SPECIFIED,2016,38,1722,2,526,2,0.0011614401858304297
BRONX,2016,38,411,0,144,0,0.0
BROOKLYN,2016,38,845,0,281,0,0.0
MANHATTAN,2016,38,625,0,106,0,0.0
QUEENS,2016,38,817,1,241,1,0.0012239902080783353
STATEN ISLAND,2016,38,153,0,39,0,0.0
BOROUGH_NOT_SPECIFIED,2016,39,1673,2,491,2,0.001195457262402869
BRONX,2016,39,393,0,116,0,0.0
BROOKLYN,2016,39,871,0,278,0,0.0
MANHATTAN,2016,39,619,1,100,1,0.0016155088852988692
QUEENS,2016,39,801,2,215,2,0.0024968789013732834
STATEN ISLAND,2016,39,121,1,35,1,0.008264462809917356
BOROUGH_NOT_SPECIFIED,2016,40,1632,1,472,1,6.127450980392157E-4
BRONX,2016,40,388,0,94,0,0.0
BROOKLYN,2016,40,833,0,219,0,0.0
MANHATTAN,2016,40,619,4,106,4,0.006462035541195477
QUEENS,2016,40,729,0,161,0,0.0
STATEN ISLAND,2016,40,137,0,21,0,0.0
BOROUGH_NOT_SPECIFIED,2016,41,1709,2,491,2,0.0011702750146284377
BRONX,2016,41,362,2,100,2,0.0055248618784530384
BROOKLYN,2016,41,854,0,243,0,0.0
MANHATTAN,2016,41,619,1,119,1,0.0016155088852988692
QUEENS,2016,41,760,1,215,1,0.0013157894736842105
STATEN ISLAND,2016,41,130,1,30,1,0.007692307692307693
BOROUGH_NOT_SPECIFIED,2016,42,1709,4,516,4,0.0023405500292568754
BRONX,2016,42,404,1,114,1,0.0024752475247524753
BROOKLYN,2016,42,813,0,251,0,0.0
MANHATTAN,2016,42,655,0,115,0,0.0
QUEENS,2016,42,802,0,217,0,0.0
STATEN ISLAND,2016,42,143,0,31,0,0.0
BOROUGH_NOT_SPECIFIED,2016,43,1778,3,462,3,0.001687289088863892
BRONX,2016,43,412,0,121,0,0.0
BROOKLYN,2016,43,877,0,229,0,0.0
MANHATTAN,2016,43,671,0,123,0,0.0
QUEENS,2016,43,776,0,219,0,0.0
STATEN ISLAND,2016,43,126,0,37,0,0.0
BOROUGH_NOT_SPECIFIED,2016,44,1790,4,519,4,0.0022346368715083797
BRONX,2016,44,401,0,94,0,0.0
BROOKLYN,2016,44,909,0,246,0,0.0
MANHATTAN,2016,44,716,0,142,0,0.0
QUEENS,2016,44,723,0,208,0,0.0
STATEN ISLAND,2016,44,133,0,41,0,0.0
BOROUGH_NOT_SPECIFIED,2016,45,1691,3,466,3,0.0017740981667652277
BRONX,2016,45,343,1,102,1,0.0029154518950437317
BROOKLYN,2016,45,814,0,215,0,0.0
MANHATTAN,2016,45,650,0,123,0,0.0
QUEENS,2016,45,711,1,201,1,0.0014064697609001407
STATEN ISLAND,2016,45,121,0,54,0,0.0
BOROUGH_NOT_SPECIFIED,2016,46,1780,3,507,3,0.0016853932584269663
BRONX,2016,46,389,1,111,1,0.002570694087403599
BROOKLYN,2016,46,947,1,296,1,0.0010559662090813093
MANHATTAN,2016,46,729,0,109,0,0.0
QUEENS,2016,46,813,1,230,1,0.0012300123001230013
STATEN ISLAND,2016,46,107,0,23,0,0.0
BOROUGH_NOT_SPECIFIED,2016,47,1499,0,365,0,0.0
BRONX,2016,47,376,1,96,1,0.0026595744680851063
BROOKLYN,2016,47,770,0,206,0,0.0
MANHATTAN,2016,47,563,0,75,0,0.0
QUEENS,2016,47,729,0,220,0,0.0
STATEN ISLAND,2016,47,121,0,32,0,0.0
BOROUGH_NOT_SPECIFIED,2016,48,1698,2,464,2,0.001177856301531213
BRONX,2016,48,413,0,124,0,0.0
BROOKLYN,2016,48,911,1,243,1,0.0010976948408342481
MANHATTAN,2016,48,659,0,117,0,0.0
QUEENS,2016,48,796,0,237,0,0.0
STATEN ISLAND,2016,48,133,0,33,0,0.0
BOROUGH_NOT_SPECIFIED,2016,49,1733,2,512,2,0.001154068090017311
BRONX,2016,49,397,0,107,0,0.0
BROOKLYN,2016,49,808,1,234,1,0.0012376237623762376
MANHATTAN,2016,49,683,1,115,1,0.0014641288433382138
QUEENS,2016,49,761,1,184,1,0.001314060446780552
STATEN ISLAND,2016,49,143,0,25,0,0.0
BOROUGH_NOT_SPECIFIED,2016,50,1754,3,441,3,0.0017103762827822121
BRONX,2016,50,397,0,88,0,0.0
BROOKLYN,2016,50,889,0,238,0,0.0
MANHATTAN,2016,50,644,1,100,1,0.0015527950310559005
QUEENS,2016,50,781,0,198,0,0.0
STATEN ISLAND,2016,50,142,0,33,0,0.0
BOROUGH_NOT_SPECIFIED,2016,51,1661,0,469,0,0.0
BRONX,2016,51,424,0,113,0,0.0
BROOKLYN,2016,51,827,2,206,2,0.0024183796856106408
MANHATTAN,2016,51,510,0,96,0,0.0
QUEENS,2016,51,810,0,215,0,0.0
STATEN ISLAND,2016,51,131,0,20,0,0.0
BOROUGH_NOT_SPECIFIED,2016,52,1111,3,283,5,0.0027002700270027003
BRONX,2016,52,281,1,94,1,0.0035587188612099642
