Borough,Year,Week,NumberAccidents,NumberLethalAccidents,sum(NumberInjured),sum(NumberKilled),AvgNumberLethalAccidents
MANHATTAN,2016,52,373,0,128,0,0.0
QUEENS,2016,52,565,0,293,0,0.0
STATEN ISLAND,2016,52,88,0,45,0,0.0
BOROUGH_NOT_SPECIFIED,2016,53,286,0,200,0,0.0
BRONX,2016,53,137,0,96,0,0.0
BROOKLYN,2016,53,307,0,233,0,0.0
MANHATTAN,2016,53,218,0,82,0,0.0
QUEENS,2016,53,282,0,126,0,0.0
STATEN ISLAND,2016,53,28,0,12,0,0.0
BOROUGH_NOT_SPECIFIED,2017,1,392,0,229,0,0.0
BRONX,2017,1,75,0,52,0,0.0
BROOKLYN,2017,1,157,1,114,2,0.006369426751592357
MANHATTAN,2017,1,107,0,46,0,0.0
QUEENS,2017,1,183,0,107,0,0.0
STATEN ISLAND,2017,1,21,0,5,0,0.0
BOROUGH_NOT_SPECIFIED,2017,52,158,1,131,2,0.006329113924050633
BRONX,2017,52,36,0,45,0,0.0
BROOKLYN,2017,52,86,2,66,5,0.023255813953488372
MANHATTAN,2017,52,59,0,31,0,0.0
QUEENS,2017,52,81,1,34,2,0.012345679012345678
STATEN ISLAND,2017,52,11,0,5,0,0.0
